25
25
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
4	4	4	4	4	4	4	10	7	4	4	4	4	4	10	4	4	4	10	7	4	4	4	4	4
2	2	2	2	2	2	2	8	5	2	2	2	2	2	8	5	2	2	8	5	2	2	2	2	2
0	0	0	0	0	0	0	3	1	0	0	0	0	0	3	1	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	3	1	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	3	4	4	4	10	7	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	3	2	2	2	8	1	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	3	1	0	0	3	1	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	3	1	0	0	3	1	4	4	4	1	0	0	0	0	0
0	0	0	0	0	0	0	3	7	4	4	1	0	0	2	2	2	2	2	1	0	0	0	0	0
0	0	0	0	0	0	0	8	5	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	4	4	4	4	4	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	2	2	2	2	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
